p_c,R,M,e(pc),col2(pc)
1.323790e-07,2.000000e+01,2.894060e-08,3.056268e-13,9.198382e+02
1.458561e-07,2.000000e+01,3.502624e-03,5.014495e-05,9.461774e+02
1.607052e-07,2.000000e+01,3.513929e-03,5.197955e-05,9.464269e+02
1.770661e-07,2.000000e+01,5.230086e-03,5.400094e-05,9.467017e+02
1.950927e-07,2.000000e+01,7.719778e-03,5.622811e-05,9.470045e+02
2.149545e-07,2.000000e+01,1.071474e-02,5.868203e-05,9.473382e+02
2.368383e-07,2.000000e+01,1.412419e-02,6.138577e-05,9.477058e+02
2.609501e-07,2.000000e+01,1.792479e-02,6.388893e-05,9.480657e+02
2.875166e-07,2.000000e+01,2.219564e-02,6.629897e-05,9.484292e+02
3.167878e-07,2.000000e+01,2.691531e-02,6.895436e-05,9.488297e+02
3.490390e-07,2.000000e+01,3.205285e-02,7.188009e-05,9.492710e+02
3.845735e-07,2.000000e+01,3.758244e-02,7.492604e-05,9.497375e+02
4.237258e-07,2.000000e+01,4.359187e-02,7.778836e-05,9.501968e+02
4.668640e-07,2.000000e+01,5.009061e-02,8.094209e-05,9.507028e+02
5.143939e-07,2.000000e+01,5.704066e-02,8.441689e-05,9.512603e+02
5.667628e-07,2.000000e+01,6.446268e-02,8.775052e-05,9.518140e+02
6.244631e-07,2.000000e+01,7.243261e-02,9.130362e-05,9.524095e+02
6.880378e-07,2.000000e+01,8.090928e-02,9.521844e-05,9.530655e+02
7.580847e-07,2.000000e+01,8.991740e-02,9.902493e-05,9.537267e+02
8.352630e-07,2.000000e+01,9.950782e-02,1.031708e-04,9.544493e+02
9.202985e-07,2.000000e+01,1.096380e-01,1.075061e-04,9.552170e+02
1.013991e-06,2.000000e+01,1.203876e-01,1.119886e-04,9.560269e+02
1.117223e-06,2.000000e+01,1.317360e-01,1.167486e-04,9.568968e+02
1.230963e-06,2.000000e+01,1.437251e-01,1.215895e-04,9.578046e+02
1.356284e-06,2.000000e+01,1.563896e-01,1.266319e-04,9.587667e+02
1.494363e-06,2.000000e+01,1.698312e-01,1.317555e-04,9.597702e+02
1.646500e-06,2.000000e+01,1.840567e-01,1.370957e-04,9.608367e+02
1.814124e-06,2.000000e+01,1.991237e-01,1.427783e-04,9.619860e+02
1.998815e-06,2.000000e+01,2.149924e-01,1.486274e-04,9.631994e+02
2.202308e-06,2.000000e+01,2.317443e-01,1.546854e-04,9.644642e+02
2.426518e-06,2.000000e+01,2.494365e-01,1.610344e-04,9.658037e+02
2.673554e-06,2.000000e+01,2.680800e-01,1.677128e-04,9.672383e+02
2.945741e-06,2.000000e+01,2.877125e-01,1.745932e-04,9.687582e+02
3.245637e-06,2.000000e+01,3.084305e-01,1.814575e-04,9.703508e+02
3.576065e-06,2.000000e+01,3.303383e-01,1.887376e-04,9.720718e+02
3.940133e-06,2.000000e+01,3.534904e-01,1.959873e-04,9.738653e+02
4.341266e-06,2.000000e+01,3.780265e-01,2.035994e-04,9.757913e+02
4.783237e-06,2.000000e+01,4.040250e-01,2.112117e-04,9.778104e+02
5.270203e-06,2.000000e+01,4.315968e-01,2.190805e-04,9.799729e+02
5.806746e-06,2.000000e+01,4.608882e-01,2.271032e-04,9.822776e+02
6.397913e-06,2.000000e+01,4.919727e-01,2.352352e-04,9.847218e+02
7.049265e-06,2.000000e+01,5.249907e-01,2.436418e-04,9.873374e+02
7.766928e-06,2.000000e+01,5.600967e-01,2.521767e-04,9.901143e+02
8.557655e-06,2.000000e+01,5.973838e-01,2.608529e-04,9.930682e+02
9.428883e-06,2.000000e+01,6.369528e-01,2.698294e-04,9.962333e+02
1.038881e-05,2.000000e+01,6.789638e-01,2.789847e-04,9.996022e+02
1.144646e-05,2.000000e+01,7.234767e-01,2.882885e-04,1.003185e+03
1.261179e-05,2.000000e+01,7.705960e-01,2.979121e-04,1.007026e+03
1.389576e-05,2.000000e+01,8.204450e-01,3.078597e-04,1.011143e+03
1.531044e-05,2.000000e+01,8.731027e-01,3.178559e-04,1.015500e+03
1.686915e-05,2.000000e+01,9.286166e-01,3.281765e-04,1.020169e+03
1.858654e-05,2.000000e+01,9.870379e-01,3.388509e-04,1.025171e+03
2.047878e-05,2.000000e+01,1.048418e+00,3.498695e-04,1.030524e+03
2.256366e-05,2.000000e+01,1.112747e+00,3.611589e-04,1.036240e+03
2.486080e-05,2.000000e+01,1.180021e+00,3.727797e-04,1.042344e+03
2.739180e-05,2.000000e+01,1.250189e+00,3.847486e-04,1.048869e+03
3.018047e-05,2.000000e+01,1.323174e+00,3.971334e-04,1.055855e+03
3.325305e-05,2.000000e+01,1.391495e+00,5.703528e-04,1.062819e+03
3.663844e-05,2.000000e+01,1.391504e+00,6.802350e-04,1.068068e+03
4.036849e-05,2.000000e+01,1.391459e+00,6.916096e-04,1.073733e+03
4.447828e-05,2.000000e+01,1.394717e+00,7.042530e-04,1.079862e+03
4.900647e-05,2.000000e+01,1.402102e+00,7.182796e-04,1.086508e+03
5.399567e-05,2.000000e+01,1.414121e+00,7.337729e-04,1.093686e+03
5.949280e-05,2.000000e+01,1.431103e+00,7.508257e-04,1.101435e+03
6.554958e-05,2.000000e+01,1.453152e+00,7.696153e-04,1.109793e+03
7.222297e-05,2.000000e+01,1.480186e+00,7.902782e-04,1.118774e+03
7.957577e-05,2.000000e+01,1.511903e+00,8.130610e-04,1.128450e+03
8.767713e-05,2.000000e+01,1.537932e+00,1.245106e-03,1.138765e+03
9.660327e-05,2.000000e+01,1.533458e+00,1.383261e-03,1.146210e+03
1.064381e-04,2.000000e+01,1.525263e+00,1.419400e-03,1.153729e+03
1.172743e-04,2.000000e+01,1.516160e+00,1.458599e-03,1.161817e+03
1.292136e-04,2.000000e+01,1.507308e+00,1.501117e-03,1.170512e+03
1.423684e-04,2.000000e+01,1.499520e+00,1.547143e-03,1.179817e+03
1.568625e-04,2.000000e+01,1.493451e+00,1.597049e-03,1.189793e+03
1.728322e-04,2.000000e+01,1.489570e+00,1.651145e-03,1.200470e+03
1.904277e-04,2.000000e+01,1.488163e+00,1.709745e-03,1.211867e+03
2.098146e-04,2.000000e+01,1.489374e+00,1.773266e-03,1.224028e+03
2.311751e-04,2.000000e+01,1.493180e+00,1.842136e-03,1.236989e+03
2.547104e-04,2.000000e+01,1.499436e+00,1.916812e-03,1.250779e+03
2.806416e-04,2.000000e+01,1.507850e+00,1.997853e-03,1.265448e+03
3.092129e-04,2.000000e+01,1.518133e+00,2.085793e-03,1.281014e+03
3.406929e-04,2.000000e+01,1.529867e+00,2.181310e-03,1.297528e+03
3.753778e-04,2.000000e+01,1.542637e+00,2.285102e-03,1.315018e+03
4.135938e-04,2.000000e+01,1.555967e+00,2.397954e-03,1.333517e+03
4.557005e-04,2.000000e+01,1.569517e+00,2.520758e-03,1.353063e+03
5.020939e-04,2.000000e+01,1.582861e+00,2.654507e-03,1.373701e+03
5.532106e-04,2.000000e+01,1.595641e+00,2.800262e-03,1.395444e+03
6.095312e-04,2.000000e+01,1.607532e+00,2.959268e-03,1.418344e+03
6.715857e-04,2.000000e+01,1.618277e+00,3.132868e-03,1.442428e+03
7.399577e-04,2.000000e+01,1.627632e+00,3.322567e-03,1.467728e+03
8.152905e-04,2.000000e+01,1.635417e+00,3.530047e-03,1.494281e+03
8.982927e-04,2.000000e+01,1.641477e+00,3.757155e-03,1.522102e+03
9.897451e-04,2.000000e+01,1.645729e+00,4.005976e-03,1.551234e+03
1.090508e-03,2.000000e+01,1.648097e+00,4.278805e-03,1.581703e+03
1.201529e-03,2.000000e+01,1.648545e+00,4.578198e-03,1.613539e+03
1.323853e-03,2.000000e+01,1.647088e+00,4.906985e-03,1.646753e+03
1.458630e-03,2.000000e+01,1.643745e+00,5.268317e-03,1.681388e+03
1.607129e-03,2.000000e+01,1.638568e+00,5.665678e-03,1.717457e+03
1.770746e-03,2.000000e+01,1.631633e+00,6.102937e-03,1.754984e+03
1.951020e-03,2.000000e+01,1.623032e+00,6.584375e-03,1.794000e+03
